"DATA_CENTER_URL"	"SHORT_DCNAME"	"LONG_DCNAME"
"http://www.mtholyoke.edu/acad/geo/index.shtml"	"MHC Earth and Environment"	"Mount Holyoke College Earth and Environment"
	"UiB"	"University of Bergen, Department of Earth Science"
"http://www.rhul.ac.uk/"	"RHUL"	"University of London, Royal Holloway"
"www.cbk.waw.pl "	"PAS SRC"	"Polish Academy of Sciences, Space Research Center"
"http://www.agh.edu.pl/"	"AGH-UST"	"AGH - University of Science and Technology"
"http://www.uihome.uidaho.edu"	"UIDAHO"	"University of Idaho"
"http://www.hi.is"	"HI"	"University of Iceland"
"https://www.uni-hohenheim.de"	"UH"	"University of Hohenheim, Institute of Soil Sciences"
"http://www.helsinki.fi/university/"	"UoH"	"University of Helsinki"
"http://www.erau.edu/"	"ERAU"	"Embry Riddle Aeronautical University"
"http://perseus.herts.ac.uk"	"HERTS"	"University of Hertfordshire"
"http://www.tu-berlin.de"	"TU"	"Technical University of Berlin (Technische Universität Berlin)"
"http://web.abo.fi"	"ABO"	"Åbo Akademi University"
"http://www.uni-duisburg-essen.de/"	"UDE"	"University of Duisburg-Essen"
"http://www.unica.it"	"UNICA"	"University of Cagliari (L'Universita' di Cagliari)"
"http://www.unibas.ch/"	"UNIBAS"	"University of Basel"
"http://www.harper-adams.ac.uk/"	"Harper Adams"	"Harper Adams University College"
"http://www.smru.st-andrews.ac.uk/"	"SMRU"	"University of St. Andrews, Sea Mammal Research Unit"
"http://www.spbu.ru"	"SPBU"	"St. Petersburg State University"
"http://www.natmus.fo/?lang=uk"	"NATMUS"	"Natural History Museum in Torshavn, Faroe Islands"
"http://www.nwri.ca/"	"NWRI"	"Environment Canada National Water Research Institute"
"http://www.stonybrook.edu"	"Stonybrook"	"Stony Brook University"
"http://www.nersc.no"	"NERSC"	"Nansen Environment and Remote Sensing Center"
"http://www.hafro.is"	"HAFRO"	"Marine Research Institute of Iceland (Hafrannsóknastofnunin) (HARFO)"
"http://www.univ-fcomte.fr/"	"UFC"	"Universite de Franche Comte"
"http://www.ulaval.ca/"	"ULAVAL"	"University of Laval (Université Laval)"
"http://www.uibk.ac.at/"	"UIBK"	"University of Innsbruck, Institute of Botany"
"http://www.fukuoka-u.ac.jp"	"Fukuoka"	"University of Fukuoka"
"http://www.uni-frankfurt.de"	"GUF"	"University of Frankfurt (Johann Wolfgang Goethe-Universität Frankfurt)"
"http://www.tlu.ee"	"TLU"	"Tallinn University"
"http://biol.lancs.ac.uk/bs/home.html"	"LANCS"	"Lancaster University, Department of Biological Sciences"
"http://www.univ-rennes1.fr/"	"Rennes 1"	"University of Rennes"
"http://www.uni-rostock.de"	"UR"	"University of Rostock"
"http://www.zsl.org/"	"ZSL"	"Zoological Society of London"
"http://www.arcticportal.org/iasc/"	"IASC"	"International Arctic Science Committee (IASC)"
"http://www.wadsworth.org/"	"Wadsworth"	"Wadsworth Center"
"http://www.evira.fi/portal/en/"	"Evira"	"Finnish Food Safety Authority, Oulu"
"http://www.monash.edu.au/"	"Monash"	"Monash University"
"http://www.ivl.se"	"IVL"	"Swedish Environmental Research Institute, Göteborg"
"http://www.shizuoka.ac.jp"	"Shizuoka"	"Shizuoka University"
"http://www.rktl.fi"	"FGFRI"	"Finnish Game and Fisheries Research Institute"
"http://www1.uea.ac.uk/cm/Home"	"UEA"	"University of East Anglia"
"http://www.ecu.edu"	"ECU"	"East Carolina University"
"http://www.henkel.com"	"Henkel"	"Henkel"
"http://www.ifj.edu.pl"	"PAS IFJ"	"Polish Academy of Sciences, Institute of Nuclear Physics (Instytut Fizyki Jadrowej)"
"http://www.natur.gl/"	"GN"	"Greenland Institute of Natural Resources (Grønlands Naturinstitut)"
"http://www.epa.gov/"	"US-EPA"	"US Environment Protection Agency"
"http://www.cf.ac.uk/"	"CF"	"Cardiff University"
"http://www.mit.edu/"	"MIT"	"Massachusetts Institute of Technology"
"http://www.harvard.edu/"	"Harvard"	"Harvard University"
"http://www.ngi.no/english/"	"NGI"	"Norwegian Geotechnical Institute"
"nature.ca"	"CMN"	"Canadian Museum of Nature"
"http://www.luftfartstilsynet.no"	"CAA"	"Civil Aviation Authorities of Norway (Luftfartstilsynet)"
"http://www.noaa.gov/"	"NOAA"	"National Oceanic and Atmospheric Administration"
"http://www.unc.edu/"	"UNC"	"University of North Carolina"
"http://www.gwumc.edu/"	"GWUMC"	"George Washington University Medical Center"
"http://www.efi.int/portal/"	"EFI"	"European Forrest Institute"
"http://www.lancs.ac.uk/"	"LANCS"	"Lancaster University"
"http://www.ntnu.no/vitenskapsmuseet/start"	"VM"	"Museum of Natural History and Archaeology, Trondheim (Vitenskapsmuseet)"
"http://www.mtsn.tn.it/"	"MTSN"	"Trento Museum of Natural Sciences (Museo tridentino di scienze naturali)"
"http://www.mnhn.fr"	"MNHN"	"Museum national d`Histoire naturelle (Muséum National d'Histoire naturelle)"
"http://www.pim.uzh.ch/en/index.php, http://www.uzh.ch/index_en.html"	"UZ"	"University of Zürich, Palaeontological Institute and Museum"
"www.toi.no"	"TOI"	"Institute of Transport Economics, Norwegian Centre for Transport Research"
"www.nmemc.gov.cn"		"National Marine Environment Monitor Center"
"www.ipis.zabrze.pl"	"IPIS"	"Polish Academy of Sciences, Institute of Environmental Engineering"
"www.ustc.edu.cn"		"University of Science and Technology of China"
"http://www.wpafb.af.mil/AFRL/afosr/"	"AFOSR"	"Air Force Research Laboratory"
"http://www.vetinst.no/eng/National-Veterinary-Institute/Departments/Department-for-Fish-and-Shellfish-Health/National-Veterinary-Institute-Harstad-Tromsoe"	"VETINST"	"National veterinarian Institute, Regional Laboratory Tromsø (Veterinærinstitutt)"
"http://www.esc.cam.ac.uk/"	"CAM ESC"	"University of Cambridge, Department of Earth Sciences"
"http://www.oru.se/Forskning/Forskningsmiljoer/miljo/MTM/"	"ORU MTM"	"Örebro University, Department of Natural Sciences, MTM Research Centre"
"http://www.dmu.dk"	"AU-NERI-AE"	"Aarhus University, National Environmental Research Institute (Danmarks Miljøundersøgelser), Department of Arctic Environment"
"http://www.beelc.pl/index.html"	"BEELC"	"Baan Eastern Europe Localisation Centre"
"http://web.bgu.ac.il/Eng/Home"	"BGU"	"Ben-Gurion University of the Negev"
"http://www.bjerknes.uib.no/"	"BCCR"	"Bjerknes Centre for Climate Research"
"http://www.brown.edu/"	"Brown"	"Brown University"
"http://www.drschulz.com/cnt/"	"DrSchulz"	"Dr. Schulz and Partner GmbH"
"http://www.fimr.fi/en_GB/"	"FIMR"	"Finnish Institute Of Marine Research"
"http://www.jamstec.go.jp/e/"	"JAMSTEC"	"Japan Agency for Marine-Earth Science and Technology"
"http://www.uni-muenster.de/Planetology/en/homepage/homepage.html"	"WWU-Münster"	"Westfälische Wilhelms University Münster, Institute for Planetology"
"http://english.careeri.cas.cn/"	"CAS-CAREERI"	"Chinese Academy of Sciences, Cold and Arid Regions Environmental and Engineering Research Institute"
"www.pwr.wroc.pl"	"PWr"	"Wroclaw University of Technology (Politechnika Wroclawska), Faculty of Geoengineering, Mining and Geology"
"http://lpg.obs.ujf-grenoble.fr/"	"LPG"	"Laboratoire de Planetologie Grenoble"
"http://www.kitami-it.ac.jp/eng/index.html"	"KIT"	"Kitami Institute of Technology"
"http://www.latrobe.edu.au/"	"La Trobe"	"La Trobe University"
"http://www.lberi.jp/root/en/bkjhindex.htm"	"LBERI"	"Lake Biwa Environmental Research Institute"
"http://www.uni-mainz.de/eng/"	"JGU"	"Johannes Gutenberg University Mainz"
"www.ustc.edu.cn"	"USTC"	"University of Science and Technology of China"
"http://www.nimr.mrc.ac.uk/"	"NIMR"	"National Institute for Medical Research"
"http://www.nioo.knaw.nl/"	"NIOO-KNAW"	"Netherlands Institute of Ecology, Maarssen"
"www.sio.org.cn"	"SIO"	"The Second Institute of Oceanography, SOA"
"www.fio.org.cn"	"FIO"	"The First Institute of Oceangraphy, SOA"
"http://www.bsys.tsukuba.ac.jp/"	"Tsukuba University"	"University of Tsukuba"
"www.kzu.ch"	"KZU"	"Kantonsschule Zuercher Unterland"
"www.uni-salzburg.at"	"Uni Sbg"	"University of Salzburg"
"http://www.geo.uni-bremen.de/page.php?pageid=2"	"Uni Bremen, IGW"	"University of Bremen, Institute for Geosciences (Geowissenschaften)"
"http://www.ess.ucla.edu/"	"UCLA"	"University of California, Los Angeles, Dept. of Earth and Space Sciences"
"http://www.medunigraz.at"	"Meduni Graz"	"University of Graz"
"http://igras.ru/"	"IG RAS"	"Russian Academy of Sciences, Institute of Geography"
"www.vu.nl"	"VU"	"VU University Amsterdam"
"www.esa.int"	"ESA"	"European Space Agency"
"http://www.mnhn.fr"		"Museum national d`Histoire naturelle"
"http://www.inra.fr/"	"INRA"	"French National Institute for Agricultural Research (Institut National de la Recherche Agronomique)"
"www.iiserkol.ac.in"	"IISER-K"	"Indian Institute of Science Education and Research, Kolkata"
"www.rgcb.res.in"	"RGCB"	"Rajiv Gandhi Centre for Biotechnology"
"www.mri.bund.de"	"MRI"	"Max Rubner Institut, Federal Research Institute of Nutrition and Food, Department of safety and quality of milk and fish products "
"http://www.vti.bund.de/en/institutes/sf/"	"VTI SF"	"Federal Research Institute for Rural Areas, Forestry and Fisheries (Johann Heinrich von Thünen-Institut), Institute of Sea Fisheries"
"http://www.jeanlouisetienne.com/"	"7 Continent"	"7e Continent (7è Continent)"
"http://www.uwe.ac.uk"	"UWE"	"University of the West of England"
"http://www.unigoa.ac.in/"	"UNIGOA"	"Goa University, India"
"N/A"	"UniBen"	"University of Benin"
"http://www.nioo.knaw.nl/node/69"	"NIOO-CEME"	"Netherlands Institute of Ecology, Yerseke"
"http://www.geo.umass.edu/, http://umass.edu"	"UMass-Amherst"	"University of Massachusetts-Amherst"
"www.haschek.co.at, www.kongsfjord.com"	"Haschek"	"Werbegrafik & Film Haschek"
"https://www.locean-ipsl.upmc.fr/index.php"	"CNRS - LOCEAN"	"Centre National de la Recherche Scientifique, Laboratoire LOCEAN"
"http://www.myantarctica.com.my/"	"MARP"	"Malaysian Antarctic Research Program"
"www.inha.ac.kr"	"INHA"	"Inha University, Korea"
"http://www.xmu.edu.cn/"	"XMU"	"Xiamen University"
"http://www.geomech.ac.cn, http://210.73.59.177/"	"CAGS-IG"	"Chinese Academy of Geological Sciences, Institute of Geomechanics"
	"KRYOS Norge"	"KRYOS Norge"
"http://www.kansas.edu"	"KU"	"University of Kansas"
"www.ualberta.ca"	"UALBERTA"	"University of Alberta"
"http://www.nplindia.org/"	"NPL India"	"National Physical Laboratory, India"
"www.macaulay.ac.uk"	"MLURI"	"The Macaulay Land Use Research Institute"
"http://www.joelkostka.net "	"FSU"	"Florida State University"
"http://www.microbial-ecology.net"	"Uni Wien"	"University of Vienna, Faculty of Life Sciences, Department of Microbial Ecology"
"http://www.ise.cnr.it/, http://www.iii.to.cnr.it/"	"CNR-ISE"	"National Research Council of Italy, Istituto per lo Studio degli Ecosistemi"
"www.nrk.no"	"NRK"	"Norwegian Broadcasting Corporation"
"http://www.epoc.u-bordeaux.fr/index.php?lang=en&page=accueil"	"UMR CNRS 5805 EPOC"	"University of Bordeaux (Université Bordeaux), CNRS"
"http://www.geotop.ca/index.php?lang=en"	"GEOTOP"	"University of Quebec (Université du Québec à Montréal), Network for Advanced Studies and Research in Geoscience"
"http://www.uni-koeln.de/index.e.html"	"UzK"	"University of Cologne (Universität zu Köln)"
"http://www.uibk.ac.at/"	"UIBK"	"University of Innsbruck, Institute of Ecology"
"http://www.hiroshima-u.ac.jp/en/gsbs/"	"Hiroshima"	"Hiroshima University, School of Biosphere Science"
"http://www.gfz-potsdam.de"	"GFZ"	"German Research Centre for Geosciences (Geoforschungszentrum Potsdam)"
"http://web.bf.uni-lj.si/bi/biologija-mikroorganizmov/indexE.htm"	"LJU"	"University of Ljubljana, Biotechnical Faculty, Chair of Biology of Microorganisms"
"http://www.kis.si/pls/kis/!kis.web?m=0&j=EN#nav"	"KIS"	"Agricultural Institute of Slovenia"
"http://www.bangor.ac.uk/senrgy/"	"BU"	"Bangor University, School of Environment, Natural Resources and Geography"
"http://www.zoo-rostock.de/"	"Zoo Rostock"	"Zoological Garden Rostock"
"http://www.nies.go.jp/"	"NIES"	"National Institute for Environmental Studies"
"http://www.kopri.re.kr"	"KOPRI"	"Korea Polar Research Institute"
"http://www.inta.es/"	"INTA"	"National Institute for Aerospace Technology (Instituto Nacional de Técnica Aeroespacial, Área de Investigación e Instrumentación Atmosférica)"
"http://www.qmul.ac.uk/"	"QMUL"	"Queen Mary University of London"
"http://www.uni-bayreuth.de/"	"UNI BAY"	"Univeristy of Bayreuth (Universität Bayreuth)"
"http://www.uni-trier.de/"	"Uni Trier"	"University of Trier (Universität Trier)"
"www.cicero.uio.no"	"CICERO"	"Center for International Climate and Environmental Research - Oslo"
"http://www.iris.no/"	"IRIS"	"International Research Institute of Stavanger"
"http://www.kansas.edu"		"Max Planck Insitute for Terrestrial "
"http://www.barentsinstitute.org/home.40603.en.html"	"BAI"	"Barents Institute"
"www.ntu.ac.uk"	"NTU"	"Nottingham Trent University"
"http://www.hik.se/nv/"	"HIK"	"Kalmar University"
"http://venda.uku.fi/research/aerosol/"	"UKU"	"University of Kuopio - Department of Physics"
"http://www-naweb.iaea.org/naml/"	"IAEA - MEL"	"International Atomic Energy Agency, Marine Environment Laboratories"
"www.aber.ac.uk/glaciology"	"ABER"	"Aberystwyth University, Institute of Geography & Earth Sciences"
"http://www.pabgi.ru"	"PABGI KSC RAS"	"Russian Academy of Sciences, Kola Science Center, Polar-Alpine Botanical Garden-Institute, Apatity"
"http://www.difesa.it/SMD/CASD/istituti%2Bmilitari/CeMiSS"	"CeMiSS"	"Centro Militare di Studi Strategici"
"http://manipuruniv.ac.in/"	"MU"	"Manipur University"
"www.pmodwrc.ch"	"WRC PMOD"	"World Radiation Center, Physikalisch-Meteorologisches Observatorium Davos"
"http://www.csic.es/index.do"	"CSIC"	"Consejo Superior de Investigaciones Cientificas"
"http://www.iopan.gda.pl/"	"Institute of Oceanology, Polish Academy of Science"	"IO PAS"
"http://www.ccmar.ualg.pt/home/index.php?id=1"	"CCMAR"	"Centre of Marine Sciences"
"http://cuni.cz/UKENG-1.html"	"CUP"	"Charles University in Prague "
"www.cusat.ac.in "	"CUSAT"	"Cochin University of Science and Technology, School of Marine Sciences"
"http://www.chalmers.se/rss/EN"	"Chalmers"	"Chalmers University of Technology-Earth and Space Sciences"
"www.mmbi.info"	"MMBI"	"Murmansk Marine Biological Institute"
"www.mycoteam.no"	"Mycoteam"	"Mycoteam AS"
"www.hanyang.ac.kr"	"HYU"	"Hanyang University"
"http://www.sggw.pl/"	"WULS"	"Warsaw University of Life Sciences"
"http://www.situations.org.uk/"	"UWE Situations"	"University of the West of England, Situations program"
"http://www.kcl.ac.uk"	"KCL"	"King's College London"
"www.sintef.no/Materialer-og-kjemi/Marin-miljoteknologi/"	"SINTEF MK"	"SINTEF Materials and Chemistry"
"http://www.chem.gu.se/"	"GU-IK"	"University of Gothenburg, Department of Chemistry"
"http://www.gvc.gu.se/Department_of_earth_sciences/"	"GU-ES"	"University of Gothenburg, Dept. of Earth Sciences, Oceanography"
"http://www.chalmers.se/gmv"	"GMV"	"Centre for Environment and Sustainability, GU, Chalmers"
"www.rutgers.edu"	"Rutgers"	"Rutgers, The State University of New Jersey, New Brunswick campus"
"http://www.nmemc.gov.cn"	"NMEMC"	"National Marine Environmental Monitoring Center"
"http://petrsu.karelia.ru/Structure/structure_e.html"	"PSU"	"Petrozavods State University"
"www.geo.uio.no"	"UIO"	"University of Oslo, Department of Geosciences"
"http://www.kms.ac.kr/eng/1_message.html"	"KU CM"	"Korea University, College of Medicine, Institute for Viral Disease"
"www.tuhh.de"	"TUHH"	"Technical University Hamburg Harburg (Technische Universität Hamburg-Harburg)"
"http://www.ist.utl.pt/"	"IST"	"Instituto Superior Tecnico"
"www.ujaen.es"	"UJAEN"	"Universidad de Jaen"
	"UiT NFH IAB"	"University of Tromsø, Norwegian College of Fishery Science, Institute for Aquatic Bioscience"
"http://globiz.sachsen.de/snsd/default.htm"	"SNSD"	"State Natural History Collections in Dresden (Staatliche Naturhistorische Sammlungen Dresden), Museum of Geology and Mineralogy"
"http://www.rug.nl/biologie/onderzoek/onderzoekgroepen/oe/index"	"RUG CEES"	"University of Groningen, Centre for Ecological and Evolutionary Studies, Department of Marine Biology, Ocean Ecosystems"
"http://www.nottingham.ac.uk/"	"Nottingham"	"University of Nottingham"
"http://www.senckenberg.de/root/index.php?page_id=28"	"FIS"	"Forschungsinstitut Senckenberg"
"http://www.univ-rouen.fr/M2C/"	"CNRS - UR, M2C"	"Centre National de la Recherche Scientifique, Universite de Rouen, Lab. Morphodynamique Continentale et Cotiere"
"http://www.ceg.ncl.ac.uk/"	"NCL-2"	"Newcastle University, School of Civil Engineering and Geosciences"
"http://www.univ-lille1.fr/"	"Lille 1"	"Lille University of Science and Technology (Université Sciences et Technologies de Lille)"
"http://www.institut-polaire.fr"	"IPEV"	"Institut polaire francais Paul-Emile Victor"
"http://www.paris-sorbonne.fr"	"Paris IV"	"University Paris-Sorbonne (Université Paris Sorbonne-Paris IV)"
"http://www.rennes.inra.fr/bio3p_eng/"	"INRA, UMR BiO3P"	"INRA, Biology of Organisms and Populations for Plant Protection (Unité Mixte de Recherche Biologie des Organismes et des Populations appliqudées à la Protection des Plantes)"
"http://eost.u-strasbg.fr/IPGS/"	"UMR 7516"	"Institut de Physique du Globe de Strasbourg"
"http://www.ign.fr/"	"IGN"	"Institut Geographique National"
"http://www.nhm.uio.no/ncb/"	"NCB"	"University of Oslo,  National History Museum, National Centre for Biosystematics"
"http://www.tu-darmstadt.de/"	"TU Darmstadt"	"University of Darmstadt"
"http://www.nihon-u.ac.jp/intldiv/en/index.html"	"Nihon"	"Nihon University"
"http://www.kurth-bohrtechnik.de/"	"Kurth-Borhtechnik"	"Dipl.-Ing. Lutz Kurth Borh- und Brunnenausrustungen GmbH"
"http://www.aerodata.de/"		"Aerodata AG"
"http://www.vr.se/"	"VR"	"Swedish Research Council (Vetenskapsrådet)"
"http://www.niigata-u.ac.jp/index_e.html"	"NU"	"Niigata University"
"http://www.sickkids.ca/"	"SickKids"	"Hospital for Sick Children"
"http://www.jst.go.jp/EN/"	"JST"	"Japan Science and Technology Agency"
"http://www.loven.gu.se/"	"LOVEN"	"University of Gothenburg, Sven Loven Centre for Marine Sciences, Kristineberg Marine Research Station"
"http://www.smd.qmul.ac.uk/"	"SMD"	"Queen Mary University of London, Barts and The London School of Medicine and Dentistry"
		"Mitre Geophysics Pty Ltd"
"http://www.nao.ac.jp/E/index.html"	"NAOJ"	"National Astronomical Observatory of Japan"
"http://www.os.is/page/english/"	"OS"	"National Energy Authority of Iceland"
	"FML"	"Institute of Microbiology, Armed Forces Medical Services"
"http://www.rocheuk.com/portal/eipf/united_kingdom/uk_portal/rocheuk/xxxhomexxx"	"Roche UK"	"Roche Pharmaceuticals, United Kingdom"
"http://www.sensoft.ca/"	"SENSOFT"	"Sensors and Software Inc."
"http://swfsc.noaa.gov/"	"NOAA SWFSC"	"National Oceanic and Atmospheric Administration, Southwest Fisheries Science Center"
"http://www.stjude.org"	"STJUDE"	"St. Jude Children´s Research Hospital"
"http://www.statskog.no"	"Statskog"	"Statskog SF"
"http://www.rennes.inra.fr/"	"INRA Rennes"	"French National Institute for Agricultural Research, Campus Rennes"
"http://www.univ-pau.fr/live/"	"UNIV PAU"	"Universite de Pau et des Pays de l Adour (Université de Pau et des Pays de l´Adour)"
"http://www.uni-karlsruhe.de/index_en.php"	"KIT-2"	"Karlsruhe Institute of Technology (Universität Karlsruhe)"
"http://www.st-andrews.ac.uk/"	"St Andrews"	"University of St Andrews"
"http://www.bp.com"	"BP"	"BP"
"http://www.meteo.fr/meteonet_en/index.htm"	"Meteo"	"Meteo France (Météo France)"
"http://www.yamagata-u.ac.jp/"	"YU"	"Yamagata University"
"http://www.chiba-u.jp/e/"	"Chiba"	"Chiba University"
"http://www.um.edu.my/"	"UM"	"University of Malaya (Universiti Malaya), Institue of Biological Sciences"
"http://www.unimore.it/en/"	"UNIMORE"	"University of Modena and Reggio Emilia"
"http://www.isac.cnr.it/"	"ISAC-CNR"	"National Research Council ,Institute for Atmospheric Sciences and Climate  "
"http://www.crrel.usace.army.mil"	"CRREL"	"U.S. Army Cold Regions Research and Engineering Laboratory"
"http://www.sdu.dk"	"SDU"	"University of Southern Denmark"
"www.ut.ee"	"UT"	"University of Tartu, Department of Geography"
"www.kau.se/eng"	"KAU"	"Karlstad University (Karlstads universitet)"
"http://www.rug.nl/biologie/onderzoek/onderzoekInstituten/cees/index?lang=en"	"RUG CEES"	"University of Groningen, Centre for Ecological and Evolutionary Studies"
"http://wwwfr.uni.lu/"	"uni.lu"	"University of Luxembourg (Université du Luxembourg)"
"www.iitkgp.ernet.in"	"IIT KGP"	"Indian Institute of Technology, Kharagpur"
"http://www.incheon.ac.kr/"	"Incheon"	"Incheon University"
"http://www.gees.bham.ac.uk/"	"UoB"	"University of Birmingham, School of Geography, Earth and Environmental Sciences"
"www.iopan.gda.pl"	"IO PAS"	"In"
"www.mycoteam.no"	"Mycoteam AS"	"Mycoteam AS"
"www.buruniv.ac.in"	"BURUNIV"	"The University of Burdwan, Dept. of Biotechnology"
"http://srmcem.ac.in/"	"SRMCEM"	"Shri Ramswaroop Memorial College of Engineering and Management"
"www.unime.it"	"UNIME DBAEM"	"University of Messina, Department of Animal Biology and Marine Ecology"
"http://www.uwb.edu.pl/indexen.php"	"UB"	"University of Bialystok"
"www.dcci.unipi.it"	"UNIPI DCCI"	"University of Pisa, Department of Chemistry and Industrial Chemistry"
"www.uel.ac.uk"	"UEL"	"University of East London"
